"sort_order","region_name"
"255","中国"
"255","","北京"
"255","","","北京"
"255","","","","肇源县"
"255","","","","林甸县"
"255","","","","杜尔伯特"
"255","","","大兴安岭"
"255","","","","呼玛县"
"255","","","","漠河县"
"255","","","","塔河县"
"255","","","鹤岗"
"255","","","","兴山区"
"255","","","","工农区"
"255","","","","南山区"
"255","","","","兴安区"
"255","","","","向阳区"
"255","","","","东山区"
"255","","","","萝北县"
"255","","","","绥滨县"
"255","","","黑河"
"255","","","","爱辉区"
"255","","","","五大连池市"
"255","","","","北安市"
"255","","","","嫩江县"
"255","","","","逊克县"
"255","","","","孙吴县"
"255","","","鸡西"
"255","","","","鸡冠区"
"255","","","","恒山区"
"255","","","","城子河区"
"255","","","","滴道区"
"255","","","","梨树区"
"255","","","","虎林市"
"255","","","","密山市"
"255","","","","鸡东县"
"255","","","佳木斯"
"255","","","","前进区"
"255","","","","郊区"
"255","","","","向阳区"
"255","","","","东风区"
"255","","","","同江市"
"255","","","","富锦市"
"255","","","","桦南县"
"255","","","","桦川县"
"255","","","","汤原县"
"255","","","","抚远县"
"255","","","牡丹江"
"255","","","","爱民区"
"255","","","","东安区"
"255","","","","阳明区"
"255","","","","西安区"
"255","","","","绥芬河市"
"255","","","","海林市"
"255","","","","宁安市"
"255","","","","穆棱市"
"255","","","","东宁县"
"255","","","","林口县"
"255","","","七台河"
"255","","","","桃山区"
"255","","","","新兴区"
"255","","","","茄子河区"
"255","","","","勃利县"
"255","","","齐齐哈尔"
"255","","","","龙沙区"
"255","","","","昂昂溪区"
"255","","","","铁峰区"
"255","","","","建华区"
"255","","","","富拉尔基区"
"255","","","","碾子山区"
"255","","","","梅里斯达斡尔区"
"255","","","","讷河市"
"255","","","","龙江县"
"255","","","","依安县"
"255","","","","泰来县"
"255","","","","甘南县"
"255","","","","富裕县"
"255","","","","克山县"
"255","","","","克东县"
"255","","","","拜泉县"
"255","","","双鸭山"
"255","","","","尖山区"
"255","","","","岭东区"
"255","","","","四方台区"
"255","","","","宝山区"
"255","","","","集贤县"
"255","","","","友谊县"
"255","","","","宝清县"
"255","","","","饶河县"
"255","","","绥化"
"255","","","","北林区"
"255","","","","安达市"
"255","","","","肇东市"
"255","","","","海伦市"
"255","","","","望奎县"
"255","","","","兰西县"
"255","","","","青冈县"
"255","","","","庆安县"
"255","","","","明水县"
"255","","","","绥棱县"
"255","","","伊春"
"255","","","","伊春区"
"255","","","","带岭区"
"255","","","","南岔区"
"255","","","","金山屯区"
"255","","","","西林区"
"255","","","","美溪区"
"255","","","","乌马河区"
"255","","","","翠峦区"
"255","","","","友好区"
"255","","","","上甘岭区"
"255","","","","五营区"
"255","","","","红星区"
"255","","","","新青区"
"255","","","","汤旺河区"
"255","","","","乌伊岭区"
"255","","","","铁力市"
"255","","","","嘉荫县"
"255","","湖北"
"255","","","武汉"
"255","","","","江岸区"
"255","","","","武昌区"
"255","","","","江汉区"
"255","","","","硚口区"
"255","","","","汉阳区"
"255","","","","青山区"
"255","","","","洪山区"
"255","","","","东西湖区"
"255","","","","汉南区"
"255","","","","蔡甸区"
"255","","","","江夏区"
"255","","","","黄陂区"
"255","","","","新洲区"
"255","","","","经济开发区"
"255","","","仙桃"
"255","","","","仙桃市"
"255","","","鄂州"
"255","","","","鄂城区"
"255","","","","华容区"
"255","","","","梁子湖区"
"255","","","黄冈"
"255","","","","黄州区"
"255","","","","麻城市"
"255","","","","武穴市"
"255","","","","团风县"
"255","","","","红安县"
"255","","","","罗田县"
"255","","","","英山县"
"255","","","","浠水县"
"255","","","","蕲春县"
"255","","","","黄梅县"
"255","","","黄石"
"255","","","","黄石港区"
"255","","","","西塞山区"
"255","","","","下陆区"
"255","","","","铁山区"
"255","","","","大冶市"
"255","","","","阳新县"
"255","","","荆门"
"255","","","","东宝区"
"255","","","","掇刀区"
"255","","","","钟祥市"
"255","","","","京山县"
"255","","","","沙洋县"
"255","","","荆州"
"255","","","","沙市区"
"255","","","","荆州区"
"255","","","","石首市"
"255","","","","洪湖市"
"255","","","","松滋市"
"255","","","","公安县"
"255","","","","监利县"
"255","","","","江陵县"
"255","","","潜江"
"255","","","","潜江市"
"255","","","神农架林区"
"255","","","","神农架林区"
"255","","","十堰"
"255","","","","张湾区"
"255","","","","茅箭区"
"255","","","","丹江口市"
"255","","","","郧县"
"255","","","","郧西县"
"255","","","","竹山县"
"255","","","","竹溪县"
"255","","","","房县"
"255","","","随州"
"255","","","","曾都区"
"255","","","","广水市"
"255","","","天门"
"255","","","","天门市"
"255","","","咸宁"
"255","","","","咸安区"
"255","","","","赤壁市"
"255","","","","嘉鱼县"
"255","","","","通城县"
"255","","","","崇阳县"
"255","","","","通山县"
"255","","","襄樊"
"255","","","","襄城区"
"255","","","","樊城区"
"255","","","","襄阳区"
"255","","","","老河口市"
"255","","","","枣阳市"
"255","","","","宜城市"
"255","","","","南漳县"
"255","","","","谷城县"
"255","","","","保康县"
"255","","","孝感"
"255","","","","孝南区"
"255","","","","应城市"
"255","","","","安陆市"
"255","","","","汉川市"
"255","","","","孝昌县"
"255","","","","大悟县"
"255","","","","云梦县"
"255","","","宜昌"
"255","","","","长阳"
"255","","","","五峰"
"255","","","","西陵区"
"255","","","","伍家岗区"
"255","","","","点军区"
"255","","","","猇亭区"
"255","","","","夷陵区"
"255","","","","宜都市"
"255","","","","当阳市"
"255","","","","枝江市"
"255","","","","远安县"
"255","","","","兴山县"
"255","","","","秭归县"
"255","","","恩施"
"255","","","","恩施市"
"255","","","","利川市"
"255","","","","建始县"
"255","","","","巴东县"
"255","","","","宣恩县"
"255","","","","咸丰县"
"255","","","","来凤县"
"255","","","","鹤峰县"
"255","","湖南"
"255","","","长沙"
"255","","","","岳麓区"
"255","","","","芙蓉区"
"255","","","","天心区"
"255","","","","开福区"
"255","","","","雨花区"
"255","","","","开发区"
"255","","","","浏阳市"
"255","","","","长沙县"
"255","","","","望城县"
"255","","","","宁乡县"
"255","","","张家界"
"255","","","","永定区"
"255","","","","武陵源区"
"255","","","","慈利县"
"255","","","","桑植县"
"255","","","常德"
"255","","","","武陵区"
"255","","","","鼎城区"
"255","","","","津市市"
"255","","","","安乡县"
"255","","","","汉寿县"
"255","","","","澧县"
"255","","","","临澧县"
"255","","","","桃源县"
"255","","","","石门县"
"255","","","郴州"
"255","","","","北湖区"
"255","","","","苏仙区"
"255","","","","资兴市"
"255","","","","桂阳县"
"255","","","","宜章县"
"255","","","","永兴县"
"255","","","","嘉禾县"
"255","","","","临武县"
"255","","","","汝城县"
"255","","","","桂东县"
"255","","","","安仁县"
"255","","","衡阳"
"255","","","","雁峰区"
"255","","","","珠晖区"
"255","","","","石鼓区"
"255","","","","蒸湘区"
"255","","","","南岳区"
"255","","","","耒阳市"
"255","","","","常宁市"
"255","","","","衡阳县"
"255","","","","衡南县"
"255","","","","衡山县"
"255","","","","衡东县"
"255","","","","祁东县"
"255","","","怀化"
"255","","","","鹤城区"
"255","","","","靖州"
"255","","","","麻阳"
"255","","","","通道"
"255","","","","新晃"
"255","","","","芷江"
"255","","","","沅陵县"
"255","","","","辰溪县"
"255","","","","溆浦县"
"255","","","","中方县"
"255","","","","会同县"
"255","","","","洪江市"
"255","","","娄底"
"255","","","","娄星区"
"255","","","","冷水江市"
"255","","","","涟源市"
"255","","","","双峰县"
"255","","","","新化县"
"255","","","邵阳"
"255","","","","城步"
"255","","","","双清区"
"255","","","","大祥区"
"255","","","","北塔区"
"255","","","","武冈市"
"255","","","","邵东县"
"255","","","","新邵县"
"255","","","","邵阳县"
"255","","","","隆回县"
"255","","","","洞口县"
"255","","","","绥宁县"
"255","","","","新宁县"
"255","","","湘潭"
"255","","","","岳塘区"
"255","","","","雨湖区"
"255","","","","湘乡市"
"255","","","","韶山市"
"255","","","","湘潭县"
"255","","","湘西"
"255","","","","吉首市"
"255","","","","泸溪县"
"255","","","","凤凰县"
"255","","","","花垣县"
"255","","","","保靖县"
"255","","","","古丈县"
"255","","","","永顺县"
"255","","","","龙山县"
"255","","","益阳"
"255","","","","赫山区"
"255","","","","资阳区"
"255","","","","沅江市"
"255","","","","南县"
"255","","","","桃江县"
"255","","","","安化县"
"255","","","永州"
"255","","","","江华"
"255","","","","冷水滩区"
"255","","","","零陵区"
"255","","","","祁阳县"
"255","","","","东安县"
"255","","","","双牌县"
"255","","","","道县"
"255","","","","江永县"
"255","","","","宁远县"
"255","","","","蓝山县"
"255","","","","新田县"
"255","","","岳阳"
"255","","","","岳阳楼区"
"255","","","","君山区"
"255","","","","云溪区"
"255","","","","汨罗市"
"255","","","","临湘市"
"255","","","","岳阳县"
"255","","","","华容县"
"255","","","","湘阴县"
"255","","","","平江县"
"255","","","株洲"
"255","","","","天元区"
"255","","","","荷塘区"
"255","","","","芦淞区"
"255","","","","石峰区"
"255","","","","醴陵市"
"255","","","","株洲县"
"255","","","","攸县"
"255","","","","茶陵县"
"255","","","","炎陵县"
"255","","吉林"
"255","","","长春"
"255","","","","朝阳区"
"255","","","","宽城区"
"255","","","","二道区"
"255","","","","南关区"
"255","","","","绿园区"
"255","","","","双阳区"
"255","","","","净月潭开发区"
"255","","","","高新技术开发区"
"255","","","","经济技术开发区"
"255","","","","汽车产业开发区"
"255","","","","德惠市"
"255","","","","九台市"
"255","","","","榆树市"
"255","","","","农安县"
"255","","","吉林"
"255","","","","船营区"
"255","","","","昌邑区"
"255","","","","龙潭区"
"255","","","","丰满区"
"255","","","","蛟河市"
"255","","","","桦甸市"
"255","","","","舒兰市"
"255","","","","磐石市"
"255","","","","永吉县"
"255","","","白城"
"255","","","","洮北区"
"255","","","","洮南市"
"255","","","","大安市"
"255","","","","镇赉县"
"255","","","","通榆县"
"255","","","白山"
"255","","","","江源区"
"255","","","","八道江区"
"255","","","","长白"
"255","","","","临江市"
"255","","","","抚松县"
"255","","","","靖宇县"
"255","","","辽源"
"255","","","","龙山区"
"255","","","","西安区"
"255","","","","东丰县"
"255","","","","东辽县"
"255","","","四平"
"255","","","","铁西区"
"255","","","","铁东区"
"255","","","","伊通"
"255","","","","公主岭市"
"255","","","","双辽市"
"255","","","","梨树县"
"255","","","松原"
"255","","","","前郭尔罗斯"
"255","","","","宁江区"
"255","","","","长岭县"
"255","","","","乾安县"
"255","","","","扶余县"
"255","","","通化"
"255","","","","东昌区"
"255","","","","二道江区"
"255","","","","梅河口市"
"255","","","","集安市"
"255","","","","通化县"
"255","","","","辉南县"
"255","","","","柳河县"
"255","","","延边"
"255","","","","延吉市"
"255","","","","图们市"
"255","","","","敦化市"
"255","","","","珲春市"
"255","","","","龙井市"
"255","","","","和龙市"
"255","","","","安图县"
"255","","","","汪清县"
"255","","江苏"
"255","","","南京"
"255","","","","玄武区"
"255","","","","鼓楼区"
"255","","","","白下区"
"255","","","","建邺区"
"255","","","","秦淮区"
"255","","","","雨花台区"
"255","","","","下关区"
"255","","","","栖霞区"
"255","","","","浦口区"
"255","","","","江宁区"
"255","","","","六合区"
"255","","","","溧水县"
"255","","","","高淳县"
"255","","","苏州"
"255","","","","沧浪区"
"255","","","","金阊区"
"255","","","","平江区"
"255","","","","虎丘区"
"255","","","","吴中区"
"255","","","","相城区"
"255","","","","园区"
"255","","","","新区"
"255","","","","常熟市"
"255","","","","张家港市"
"255","","","","玉山镇"
"255","","","","巴城镇"
"255","","","","周市镇"
"255","","","","陆家镇"
"255","","","","花桥镇"
"255","","","","淀山湖镇"
"255","","","","张浦镇"
"255","","","","周庄镇"
"255","","","","千灯镇"
"255","","","","锦溪镇"
"255","","","","开发区"
"255","","","","吴江市"
"255","","","","太仓市"
"255","","","无锡"
"255","","","","崇安区"
"255","","","","北塘区"
"255","","","","南长区"
"255","","","","锡山区"
"255","","","","惠山区"
"255","","","","滨湖区"
"255","","","","新区"
"255","","","","江阴市"
"255","","","","宜兴市"
"255","","","常州"
"255","","","","天宁区"
"255","","","","钟楼区"
"255","","","","戚墅堰区"
"255","","","","郊区"
"255","","","","新北区"
"255","","","","武进区"
"255","","","","溧阳市"
"255","","","","金坛市"
"255","","","淮安"
"255","","","","清河区"
"255","","","","清浦区"
"255","","","","楚州区"
"255","","","","淮阴区"
"255","","","","涟水县"
"255","","","","洪泽县"
"255","","","","盱眙县"
"255","","","","金湖县"
"255","","","连云港"
"255","","","","新浦区"
"255","","","","连云区"
"255","","","","海州区"
"255","","","","赣榆县"
"255","","","","东海县"
"255","","","","灌云县"
"255","","","","灌南县"
"255","","","南通"
"255","","","","崇川区"
"255","","","","港闸区"
"255","","","","经济开发区"
"255","","","","启东市"
"255","","","","如皋市"
"255","","","","通州市"
"255","","","","海门市"
"255","","","","海安县"
"255","","","","如东县"
"255","","","宿迁"
"255","","","","宿城区"
"255","","","","宿豫区"
"255","","","","宿豫县"
"255","","","","沭阳县"
"255","","","","泗阳县"
"255","","","","泗洪县"
"255","","","泰州"
"255","","","","海陵区"
"255","","","","高港区"
"255","","","","兴化市"
"255","","","","靖江市"
"255","","","","泰兴市"
"255","","","","姜堰市"
"255","","","徐州"
"255","","","","云龙区"
"255","","","","鼓楼区"
"255","","","","九里区"
"255","","","","贾汪区"
"255","","","","泉山区"
"255","","","","新沂市"
"255","","","","邳州市"
"255","","","","丰县"
"255","","","","沛县"
"255","","","","铜山县"
"255","","","","睢宁县"
"255","","","盐城"
"255","","","","城区"
"255","","","","亭湖区"
"255","","","","盐都区"
"255","","","","盐都县"
"255","","","","东台市"
"255","","","","大丰市"
"255","","","","响水县"
"255","","","","滨海县"
"255","","","","阜宁县"
"255","","","","射阳县"
"255","","","","建湖县"
"255","","","扬州"
"255","","","","广陵区"
"255","","","","维扬区"
"255","","","","邗江区"
"255","","","","仪征市"
"255","","","","高邮市"
"255","","","","江都市"
"255","","","","宝应县"
"255","","","镇江"
"255","","","","京口区"
"255","","","","润州区"
"255","","","","丹徒区"
"255","","","","丹阳市"
"255","","","","扬中市"
"255","","","","句容市"
"255","","江西"
"255","","","南昌"
"255","","","","东湖区"
"255","","","","西湖区"
"255","","","","青云谱区"
"255","","","","湾里区"
"255","","","","青山湖区"
"255","","","","红谷滩新区"
"255","","","","昌北区"
"255","","","","高新区"
"255","","","","南昌县"
"255","","","","新建县"
"255","","","","安义县"
"255","","","","进贤县"
"255","","","抚州"
"255","","","","临川区"
"255","","","","南城县"
"255","","","","黎川县"
"255","","","","南丰县"
"255","","","","崇仁县"
"255","","","","乐安县"
"255","","","","宜黄县"
"255","","","","金溪县"
"255","","","","资溪县"
"255","","","","东乡县"
"255","","","","广昌县"
"255","","","赣州"
"255","","","","章贡区"
"255","","","","于都县"
"255","","","","瑞金市"
"255","","","","南康市"
"255","","","","赣县"
"255","","","","信丰县"
"255","","","","大余县"
"255","","","","上犹县"
"255","","","","崇义县"
"255","","","","安远县"
"255","","","","龙南县"
"255","","","","定南县"
"255","","","","全南县"
"255","","","","宁都县"
"255","","","","兴国县"
"255","","","","会昌县"
"255","","","","寻乌县"
"255","","","","石城县"
"255","","","吉安"
"255","","","","安福县"
"255","","","","吉州区"
"255","","","","青原区"
"255","","","","井冈山市"
"255","","","","吉安县"
"255","","","","吉水县"
"255","","","","峡江县"
"255","","","","新干县"
"255","","","","永丰县"
"255","","","","泰和县"
"255","","","","遂川县"
"255","","","","万安县"
"255","","","","永新县"
"255","","","景德镇"
"255","","","","珠山区"
"255","","","","昌江区"
"255","","","","乐平市"
"255","","","","浮梁县"
"255","","","九江"
"255","","","","浔阳区"
"255","","","","庐山区"
"255","","","","瑞昌市"
"255","","","","九江县"
"255","","","","武宁县"
"255","","","","修水县"
"255","","","","永修县"
"255","","","","德安县"
"255","","","","星子县"
"255","","","","都昌县"
"255","","","","湖口县"
"255","","","","彭泽县"
"255","","","萍乡"
"255","","","","安源区"
"255","","","","湘东区"
"255","","","","莲花县"
"255","","","","芦溪县"
"255","","","","上栗县"
"255","","","上饶"
"255","","","","信州区"
"255","","","","德兴市"
"255","","","","上饶县"
"255","","","","广丰县"
"255","","","","玉山县"
"255","","","","铅山县"
"255","","","","横峰县"
"255","","","","弋阳县"
"255","","","","余干县"
"255","","","","波阳县"
"255","","","","万年县"
"255","","","","婺源县"
"255","","","新余"
"255","","","","渝水区"
"255","","","","分宜县"
"255","","","宜春"
"255","","","","袁州区"
"255","","","","丰城市"
"255","","","","樟树市"
"255","","","","高安市"
"255","","","","奉新县"
"255","","","","万载县"
"255","","","","上高县"
"255","","","","宜丰县"
"255","","","","靖安县"
"255","","","","铜鼓县"
"255","","","鹰潭"
"255","","","","月湖区"
"255","","","","贵溪市"
"255","","","","余江县"
"255","","辽宁"
"255","","","沈阳"
"255","","","","沈河区"
"255","","","","皇姑区"
"255","","","","和平区"
"255","","","","大东区"
"255","","","","铁西区"
"255","","","","苏家屯区"
"255","","","","东陵区"
"255","","","","沈北新区"
"255","","","","于洪区"
"255","","","","浑南新区"
"255","","","","新民市"
"255","","","","辽中县"
"255","","","","康平县"
"255","","","","法库县"
"255","","","大连"
"255","","","","西岗区"
"255","","","","中山区"
"255","","","","沙河口区"
"255","","","","甘井子区"
"255","","","","旅顺口区"
"255","","","","金州区"
"255","","","","开发区"
"255","","","","瓦房店市"
"255","","","","普兰店市"
"255","","","","庄河市"
"255","","","","长海县"
"255","","","鞍山"
"255","","","","铁东区"
"255","","","","铁西区"
"255","","","","立山区"
"255","","","","千山区"
"255","","","","岫岩"
"255","","","","海城市"
"255","","","","台安县"
"255","","","本溪"
"255","","","","本溪"
"255","","","","平山区"
"255","","","","明山区"
"255","","","","溪湖区"
"255","","","","南芬区"
"255","","","","桓仁"
"255","","","朝阳"
"255","","","","双塔区"
"255","","","","龙城区"
"255","","","","喀喇沁左翼蒙古族自治县"
"255","","","","北票市"
"255","","","","凌源市"
"255","","","","朝阳县"
"255","","","","建平县"
"255","","","丹东"
"255","","","","振兴区"
"255","","","","元宝区"
"255","","","","振安区"
"255","","","","宽甸"
"255","","","","东港市"
"255","","","","凤城市"
"255","","","抚顺"
"255","","","","顺城区"
"255","","","","新抚区"
"255","","","","东洲区"
"255","","","","望花区"
"255","","","","清原"
"255","","","","新宾"
"255","","","","抚顺县"
"255","","","阜新"
"255","","","","阜新"
"255","","","","海州区"
"255","","","","新邱区"
"255","","","","太平区"
"255","","","","清河门区"
"255","","","","细河区"
"255","","","","彰武县"
"255","","","葫芦岛"
"255","","","","龙港区"
"255","","","","南票区"
"255","","","","连山区"
"255","","","","兴城市"
"255","","","","绥中县"
"255","","","","建昌县"
"255","","","锦州"
"255","","","","太和区"
"255","","","","古塔区"
"255","","","","凌河区"
"255","","","","凌海市"
"255","","","","北镇市"
"255","","","","黑山县"
"255","","","","义县"
"255","","","辽阳"
"255","","","","白塔区"
"255","","","","文圣区"
"255","","","","宏伟区"
"255","","","","太子河区"
"255","","","","弓长岭区"
"255","","","","灯塔市"
"255","","","","辽阳县"
"255","","","盘锦"
"255","","","","双台子区"
"255","","","","兴隆台区"
"255","","","","大洼县"
"255","","","","盘山县"
"255","","","铁岭"
"255","","","","银州区"
"255","","","","清河区"
"255","","","","调兵山市"
"255","","","","开原市"
"255","","","","铁岭县"
"255","","","","西丰县"
"255","","","","昌图县"
"255","","","营口"
"255","","","","站前区"
"255","","","","西市区"
"255","","","","鲅鱼圈区"
"255","","","","老边区"
"255","","","","盖州市"
"255","","","","大石桥市"
"255","","内蒙古"
"255","","","呼和浩特"
"255","","","","回民区"
"255","","","","玉泉区"
"255","","","","新城区"
"255","","","","赛罕区"
"255","","","","清水河县"
"255","","","","土默特左旗"
"255","","","","托克托县"
"255","","","","和林格尔县"
"255","","","","武川县"
"255","","","阿拉善盟"
"255","","","","阿拉善左旗"
"255","","","","阿拉善右旗"
"255","","","","额济纳旗"
"255","","","巴彦淖尔盟"
"255","","","","临河区"
"255","","","","五原县"
"255","","","","磴口县"
"255","","","","乌拉特前旗"
"255","","","","乌拉特中旗"
"255","","","","乌拉特后旗"
"255","","","","杭锦后旗"
"255","","","包头"
"255","","","","昆都仑区"
"255","","","","青山区"
"255","","","","东河区"
"255","","","","九原区"
"255","","","","石拐区"
"255","","","","白云矿区"
"255","","","","土默特右旗"
"255","","","","固阳县"
"255","","","","达尔罕茂明安联合旗"
"255","","","赤峰"
"255","","","","红山区"
"255","","","","元宝山区"
"255","","","","松山区"
"255","","","","阿鲁科尔沁旗"
"255","","","","巴林左旗"
"255","","","","巴林右旗"
"255","","","","林西县"
"255","","","","克什克腾旗"
"255","","","","翁牛特旗"
"255","","","","喀喇沁旗"
"255","","","","宁城县"
"255","","","","敖汉旗"
"255","","","鄂尔多斯"
"255","","","","东胜区"
"255","","","","达拉特旗"
"255","","","","准格尔旗"
"255","","","","鄂托克前旗"
"255","","","","鄂托克旗"
"255","","","","杭锦旗"
"255","","","","乌审旗"
"255","","","","伊金霍洛旗"
"255","","","呼伦贝尔"
"255","","","","海拉尔区"
"255","","","","莫力达瓦"
"255","","","","满洲里市"
"255","","","","牙克石市"
"255","","","","扎兰屯市"
"255","","","","额尔古纳市"
"255","","","","根河市"
"255","","","","阿荣旗"
"255","","","","鄂伦春自治旗"
"255","","","","鄂温克族自治旗"
"255","","","","陈巴尔虎旗"
"255","","","","新巴尔虎左旗"
"255","","","","新巴尔虎右旗"
"255","","","通辽"
"255","","","","科尔沁区"
"255","","","","霍林郭勒市"
"255","","","","科尔沁左翼中旗"
"255","","","","科尔沁左翼后旗"
"255","","","","开鲁县"
"255","","","","库伦旗"
"255","","","","奈曼旗"
"255","","","","扎鲁特旗"
"255","","","乌海"
"255","","","","海勃湾区"
"255","","","","乌达区"
"255","","","","海南区"
"255","","","乌兰察布市"
"255","","","","化德县"
"255","","","","集宁区"
"255","","","","丰镇市"
"255","","","","卓资县"
"255","","","","商都县"
"255","","","","兴和县"
"255","","","","凉城县"
"255","","","","察哈尔右翼前旗"
"255","","","","察哈尔右翼中旗"
"255","","","","察哈尔右翼后旗"
"255","","","","四子王旗"
"255","","","锡林郭勒盟"
"255","","","","二连浩特市"
"255","","","","锡林浩特市"
"255","","","","阿巴嘎旗"
"255","","","","苏尼特左旗"
"255","","","","苏尼特右旗"
"255","","","","东乌珠穆沁旗"
"255","","","","西乌珠穆沁旗"
"255","","","","太仆寺旗"
"255","","","","镶黄旗"
"255","","","","正镶白旗"
"255","","","","正蓝旗"
"255","","","","多伦县"
"255","","","兴安盟"
"255","","","","乌兰浩特市"
"255","","","","阿尔山市"
"255","","","","科尔沁右翼前旗"
"255","","","","科尔沁右翼中旗"
"255","","","","扎赉特旗"
"255","","","","突泉县"
"255","","宁夏"
"255","","","银川"
"255","","","","西夏区"
"255","","","","金凤区"
"255","","","","兴庆区"
"255","","","","灵武市"
"255","","","","永宁县"
"255","","","","贺兰县"
"255","","","固原"
"255","","","","原州区"
"255","","","","海原县"
"255","","","","西吉县"
"255","","","","隆德县"
"255","","","","泾源县"
"255","","","","彭阳县"
"255","","","石嘴山"
"255","","","","惠农县"
"255","","","","大武口区"
"255","","","","惠农区"
"255","","","","陶乐县"
"255","","","","平罗县"
"255","","","吴忠"
"255","","","","利通区"
"255","","","","中卫县"
"255","","","","青铜峡市"
"255","","","","中宁县"
"255","","","","盐池县"
"255","","","","同心县"
"255","","","中卫"
"255","","","","沙坡头区"
"255","","","","海原县"
"255","","","","中宁县"
"255","","青海"
"255","","","西宁"
"255","","","","城中区"
"255","","","","城东区"
"255","","","","城西区"
"255","","","","城北区"
"255","","","","湟中县"
"255","","","","湟源县"
"255","","","","大通"
"255","","","果洛"
"255","","","","玛沁县"
"255","","","","班玛县"
"255","","","","甘德县"
"255","","","","达日县"
"255","","","","久治县"
"255","","","","玛多县"
"255","","","海北"
"255","","","","海晏县"
"255","","","","祁连县"
"255","","","","刚察县"
"255","","","","门源"
"255","","","海东"
"255","","","","平安县"
"255","","","","乐都县"
"255","","","","民和"
"255","","","","互助"
"255","","","","化隆"
"255","","","","循化"
"255","","","海南"
"255","","","","共和县"
"255","","","","同德县"
"255","","","","贵德县"
"255","","","","兴海县"
"255","","","","贵南县"
"255","","","海西"
"255","","","","德令哈市"
"255","","","","格尔木市"
"255","","","","乌兰县"
"255","","","","都兰县"
"255","","","","天峻县"
"255","","","黄南"
"255","","","","同仁县"
"255","","","","尖扎县"
"255","","","","泽库县"
"255","","","","河南蒙古族自治县"
"255","","","玉树"
"255","","","","玉树县"
"255","","","","杂多县"
"255","","","","称多县"
"255","","","","治多县"
"255","","","","囊谦县"
"255","","","","曲麻莱县"
"255","","山东"
"255","","","济南"
"255","","","","市中区"
"255","","","","历下区"
"255","","","","天桥区"
"255","","","","槐荫区"
"255","","","","历城区"
"255","","","","长清区"
"255","","","","章丘市"
"255","","","","平阴县"
"255","","","","济阳县"
"255","","","","商河县"
"255","","","青岛"
"255","","","","市南区"
"255","","","","市北区"
"255","","","","城阳区"
"255","","","","四方区"
"255","","","","李沧区"
"255","","","","黄岛区"
"255","","","","崂山区"
"255","","","","胶州市"
"255","","","","即墨市"
"255","","","","平度市"
"255","","","","胶南市"
"255","","","","莱西市"
"255","","","滨州"
"255","","","","滨城区"
"255","","","","惠民县"
"255","","","","阳信县"
"255","","","","无棣县"
"255","","","","沾化县"
"255","","","","博兴县"
"255","","","","邹平县"
"255","","","德州"
"255","","","","德城区"
"255","","","","陵县"
"255","","","","乐陵市"
"255","","","","禹城市"
"255","","","","宁津县"
"255","","","","庆云县"
"255","","","","临邑县"
"255","","","","齐河县"
"255","","","","平原县"
"255","","","","夏津县"
"255","","","","武城县"
"255","","","东营"
"255","","","","东营区"
"255","","","","河口区"
"255","","","","垦利县"
"255","","","","利津县"
"255","","","","广饶县"
"255","","","菏泽"
"255","","","","牡丹区"
"255","","","","曹县"
"255","","","","单县"
"255","","","","成武县"
"255","","","","巨野县"
"255","","","","郓城县"
"255","","","","鄄城县"
"255","","","","定陶县"
"255","","","","东明县"
"255","","","济宁"
"255","","","","市中区"
"255","","","","任城区"
"255","","","","曲阜市"
"255","","","","兖州市"
"255","","","","邹城市"
"255","","","","微山县"
"255","","","","鱼台县"
"255","","","","金乡县"
"255","","","","嘉祥县"
"255","","","","汶上县"
"255","","","","泗水县"
"255","","","","梁山县"
"255","","","莱芜"
"255","","","","莱城区"
"255","","","","钢城区"
"255","","","聊城"
"255","","","","东昌府区"
"255","","","","临清市"
"255","","","","阳谷县"
"255","","","","莘县"
"255","","","","茌平县"
"255","","","","东阿县"
"255","","","","冠县"
"255","","","","高唐县"
"255","","","临沂"
"255","","","","兰山区"
"255","","","","罗庄区"
"255","","","","河东区"
"255","","","","沂南县"
"255","","","","郯城县"
"255","","","","沂水县"
"255","","","","苍山县"
"255","","","","费县"
"255","","","","平邑县"
"255","","","","莒南县"
"255","","","","蒙阴县"
"255","","","","临沭县"
"255","","","日照"
"255","","","","东港区"
"255","","","","岚山区"
"255","","","","五莲县"
"255","","","","莒县"
"255","","","泰安"
"255","","","","泰山区"
"255","","","","岱岳区"
"255","","","","新泰市"
"255","","","","肥城市"
"255","","","","宁阳县"
"255","","","","东平县"
"255","","","威海"
"255","","","","荣成市"
"255","","","","乳山市"
"255","","","","环翠区"
"255","","","","文登市"
"255","","","潍坊"
"255","","","","潍城区"
"255","","","","寒亭区"
"255","","","","坊子区"
"255","","","","奎文区"
"255","","","","青州市"
"255","","","","诸城市"
"255","","","","寿光市"
"255","","","","安丘市"
"255","","","","高密市"
"255","","","","昌邑市"
"255","","","","临朐县"
"255","","","","昌乐县"
"255","","","烟台"
"255","","","","芝罘区"
"255","","","","福山区"
"255","","","","牟平区"
"255","","","","莱山区"
"255","","","","开发区"
"255","","","","龙口市"
"255","","","","莱阳市"
"255","","","","莱州市"
"255","","","","蓬莱市"
"255","","","","招远市"
"255","","","","栖霞市"
"255","","","","海阳市"
"255","","","","长岛县"
"255","","","枣庄"
"255","","","","市中区"
